"Type","BuyAmount","BuyCurrency","SellAmount","SellCurrency","FeeAmount","FeeCurrency","Exchange","ExchangeId","Group","Import","Comment","Date","NOKEquivalent","UpdatedAt"
"Trade","1","SKATT.ETH","0.0313255817544065","ETH","0.001444896","ETH","ENS","0x0e4fb1b53ed10b2fd830d1f9d57b66ca44b59680a5860b069be5e8d1d2dbca3d","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.904Z"
"Trade","1","BOUVET.ETH","0.0313255817544065","ETH","0.00145212","ETH","ENS","0xed400afa3b0ef0d195d6ae5a4a5ad757b3950c8003670c1eb02bcfa677ce1c94","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.904Z"
"Trade","1","ITERA.ETH","0.0313255817544065","ETH","0.001444896","ETH","ENS","0x740223de8ca25f4afb85a48c4ff7e017db53b788a8bdd6eafb3b2c1d95feea57","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.921Z"
"Trade","1","ALTINN.ETH","0.0313255817544065","ETH","0.00145212","ETH","ENS","0x2cada824f72cad9eea1b7b7aece9ca57f3322a5e7d6bfda2ee56b2a122df5fb7","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.965Z"
"Trade","1","TOMRA.ETH","0.0313255817544065","ETH","0.001444824","ETH","ENS","0xa268fa775fbb2e2f481ffa451457ed86f43383908f7c396fb964e3c6305c4269","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.865Z"
"Trade","1","SINTEF.ETH","0.0313255817544065","ETH","0.00145212","ETH","ENS","0x2f9dfdd2d6e257995f3e27a132ad5bdb4993ffcb63b17574483a0d8b6a4f3701","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.865Z"
"Trade","1","TIETOEVRY.ETH","0.0313255817544065","ETH","0.001459104","ETH","ENS","0x548c62e174f64382fc5cc3028b37ef84dc5d225b04feb8cd4c60c2883e989d32","","ETH","","2020-04-15T12:01:46.000Z","kr 43,96","2022-01-16T13:12:35.904Z"
"Spend","0","USD","0","ETH","0.000174668","ETH","ETH Transaction","0x9247a395f8018092c81d1185f849d631c6def15e51e25c913876fad1a1ba5916","","ETH","","2020-04-15T22:38:41.000Z","","2022-01-16T13:12:32.721Z"
"Trade","1","BRANDHAUG.ETH","0.03195785588792672","ETH","0.000972688","ETH","ENS","0x8ab44299af05f57668c9a717f0f6ecfad7793460dbd6859c2448e49813646fc5","","ETH","","2020-04-15T22:41:14.000Z","kr 44,84","2022-01-16T13:12:35.965Z"
"Spend","0","USD","0","ETH","0.00010606","ETH","ETH Transaction","0xcc6750912ab406139546bb4ff2cba277169d43354827f3975e7eedca9091ad78","","ETH","","2020-04-15T22:49:55.000Z","","2022-01-16T13:12:32.724Z"
"Spend","0","USD","0","ETH","0.000494648","ETH","ETH Transaction","0x94a617225d1e995c3ea1cd3235010ad3a50496883d3543008688773529c93246","","ETH","","2020-04-15T22:51:54.000Z","","2022-01-16T13:12:32.685Z"
"Withdrawal","0","","1","VET","0.0003212825","ETH","ETH Transaction","0xc00e0039c6dc1bb9a41ad781ec4e50c716bb7dd5ddea3ebb4305c895ca2443d8-transfer-235561394","","ETH","","2020-04-17T07:59:57.000Z","","2022-01-16T13:12:35.265Z"
"Withdrawal","0","","1","VET","0.0003212825","ETH","ETH Transaction","0xc00e0039c6dc1bb9a41ad781ec4e50c716bb7dd5ddea3ebb4305c895ca2443d8-transfer-1712510164","","ETH","","2020-04-17T07:59:57.000Z","","2022-05-26T18:40:55.838Z"
"Withdrawal","0","","6248.93","VET","0.000142255","ETH","ETH Transaction","0x6bb1259129e9323fd0b1ca44e412e42f20fdd65d23c7cb76f19f22d2f3cae4f0-transfer-236158908","","ETH","","2020-04-17T09:10:37.000Z","","2022-01-16T13:12:34.865Z"
"Withdrawal","0","","6248.93","VET","0.000142255","ETH","ETH Transaction","0x6bb1259129e9323fd0b1ca44e412e42f20fdd65d23c7cb76f19f22d2f3cae4f0-transfer-1712541425","","ETH","","2020-04-17T09:10:37.000Z","","2022-05-26T18:40:55.838Z"
"Deposit","1955.619","USD","0","","0","","bitstamp","","","bitstamp_transactions.csv","","2020-04-20T13:15:00.000Z","kr 17 338,89","2021-11-27T15:32:01.068Z"
"Trade","4715.2456090846","PNK","0.5","ETH","0.0046771664","ETH","kyber","0xfb3add12938e43caf56862a44faf051e26535bfe114fdc454995f8fe57755062","","ETH","","2020-04-23T13:33:09.000Z","kr 808,05","2022-01-16T13:12:35.702Z"
"Trade","0.852265841864","ETHRSI6040","0.995168035729834","ETH","0.00306668385127063","ETH","TokenSets","0x5d7d9ee7a5dc23b9943c115e4b9ccee5f8b4ecc634c9f0e04b5ca056a7df8820","","ETH","","2020-04-25T10:41:07.000Z","kr 1 653,00","2022-01-16T13:12:36.703Z"
"Trade","1","ETHRSIAPY","1.168556163072","ETH","0.00340838640033027","ETH","TokenSets","0x22befb115cd9dbaca135312e62fd77dfba920fa138cdcf1bc8333493fc640bce","","ETH","","2020-04-26T12:28:25.000Z","kr 2 011,15","2022-01-16T13:12:36.765Z"
"Airdrop","888888","KICK","21.47861994690842","USD","0","","ETH Transaction","0x4e4228df6c46c07b2b77b4993c55c8c2dd0c3aa898d02a5f1cd3dd245dc7695c-transfer-240572965","","ETH","","2020-04-27T21:40:41.000Z","kr 190,43","2022-05-14T13:27:41.650Z"
"Airdrop","0","MNE","0","USD","0","","ETH Transaction","0x4994871e57b8513b0a30c7a9dce9c36c7883ebc5debfcdf73fd83a2e5b5d557a-transfer-401833714","","ETH","","2020-05-07T01:50:48.000Z","","2022-05-14T13:34:37.911Z"
"Trade","0.27985428","ETH","53.68611183","USD","0.27097775","USD","bitstamp","","","bitstamp_transactions.csv","","2020-05-10T09:59:00.000Z","kr 475,99","2021-11-27T15:32:01.189Z"
"Trade","2.2477071","ETH","431.22315224","USD","2.15698289","USD","bitstamp","","","bitstamp_transactions.csv","","2020-05-10T09:59:00.000Z","kr 3 823,31","2021-11-27T15:32:01.163Z"
"Trade","1.97595588","ETH","364.0965440100001","USD","1.82097048","USD","bitstamp","","","bitstamp_transactions.csv","","2020-05-10T16:38:00.000Z","kr 3 228,15","2021-11-27T15:32:01.178Z"
"Trade","3.05375757","ETH","544.6330829999999","USD","2.723868","USD","bitstamp","","","bitstamp_transactions.csv","","2020-05-11T18:17:00.000Z","kr 4 828,82","2021-11-27T15:32:01.186Z"
"Deposit","564.75","USD","0","","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-07-10T17:09:00.000Z","kr 5 007,18","2021-11-29T08:15:47.459Z"
"Trade","2.39481","ETH","569.86286164","USD","2.85004944","USD","bitstamp","","","bitstamp_transactions.csv","","2020-07-12T14:40:00.000Z","kr 5 052,51","2021-11-27T15:32:01.168Z"
"Withdrawal","0","","9.95108483","ETH","0","","bitstamp","","","bitstamp_transactions.csv","","2020-07-12T14:48:00.000Z","","2021-11-27T15:32:01.014Z"
"Deposit","9.95108483","ETH","0","","0","","ETH Transaction","0x1bcd87ac29d885849d396153c67be77f7fc4a55c63ff2acae640032aa90557f7-transfer-503493268","","ETH","","2020-07-12T14:49:53.000Z","kr 21 095,54","2022-01-16T13:12:37.284Z"
"Deposit","9.95108483","ETH","0","","0","","ETH Transaction","0x1bcd87ac29d885849d396153c67be77f7fc4a55c63ff2acae640032aa90557f7-transfer-1776275009","","ETH","","2020-07-12T14:49:53.000Z","kr 21 331,07","2022-05-26T18:40:55.838Z"
"Deposit","2.34855224","ETH","0","","0","ETH","ETH Transaction","0x9ee72493d88f5cf801fe447e3f0d8671870cc51696ff445d26b91fba875f528d","","ETH","","2020-07-19T20:55:20.000Z","kr 4 907,52","2022-01-16T13:12:33.287Z"
"Trade","2.35095224","ETH","572.1184999999999","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-07-19T22:50:00.000Z","kr 5 072,51","2021-11-29T08:15:47.462Z"
"Withdrawal","0","","2.34855224","ETH","0.0024","ETH","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-07-19T22:54:00.000Z","","2021-11-29T08:15:47.417Z"
"Spend","0","USD","0","ETH","0.00811625","ETH","ETH Transaction","0xfd5d79516e37e673216da2063643b43913744778115815ca9bbdbfe4388c9c3c","","ETH","","2020-07-20T21:38:59.000Z","","2022-01-16T13:12:35.765Z"
"Lost","0","","0.009","ETH","0","","Uniswap V1","0x01fb4f8b0031c3d1fe681f8760fe3e5ced491cbeba608d8260b3e98d7bf0f363-fee","","ETH","","2020-07-20T23:04:48.000Z","","2022-11-13T11:00:21.674Z"
"Deposit","2343.69","USD","0","","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-07-28T20:30:00.000Z","kr 20 779,60","2021-11-29T08:15:47.461Z"
"Trade","80.20085103","LINK","589.1260000000001","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-07-29T17:50:00.000Z","kr 5 223,30","2021-11-29T08:15:47.458Z"
"Withdrawal","0","","798.11","XRP","0.006131","XRP","XRP Transaction","36674BB653008B96F7F3C4B3B326699F59776EB9CA7F6FA5D318C60AA3FEEA49","","XRP","","2020-08-04T08:01:42.000Z","","2022-05-14T12:38:56.947Z"
"Spend","0","USD","0","ETH","0.009050912526051946","ETH","ETH Transaction","0x76fa33a605a9cc28dfb7c3b0a9529a60c59d3544f9d350f69e1d677126b3f026","","ETH","","2020-08-04T08:19:20.000Z","","2022-01-16T13:12:32.722Z"
"Deposit","798.11","XRP","0","","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-08-04T10:01:00.000Z","kr 2 194,28","2021-11-29T08:15:47.592Z"
"Trade","0.60514947","ETH","245.12767223","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-08-04T10:05:00.000Z","kr 2 173,35","2021-11-29T08:15:47.460Z"
"Trade","245.12767223","USD","798.11","XRP","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-08-04T10:05:00.000Z","kr 2 173,35","2021-11-29T08:15:47.459Z"
"Trade","48.07838202","LINK","591.9325","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-04T10:22:00.000Z","kr 5 248,19","2021-11-29T08:15:47.455Z"
"Trade","1.63586008","ETH","591.9325","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-05T15:26:00.000Z","kr 5 248,19","2021-11-29T08:15:47.460Z"
"Trade","173.5645855","USD","1938.15","ADA","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-16T23:45:00.000Z","kr 1 538,86","2021-11-29T08:15:47.460Z"
"Trade","68.76181176","LINK","763.7195854999999","USD","0","","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-16T23:48:00.000Z","kr 6 771,28","2021-11-29T08:15:47.464Z"
"Airdrop","400","UNI","1377.532956565785","USD","0.04028053211944979","ETH","Uniswap V2","0x83b4b4470be45501c4ebf1b194fe9677ec21ea96cbeeed3df46b691306f91244-income-3566963","","ETH","","2020-09-17T17:01:38.000Z","kr 12 213,47","2022-05-14T13:31:24.602Z"
"Deposit","2.23734955","ETH","0","","0","ETH","ETH Transaction","0x6716c40db8c942b6194bcd219b13168fcc44bff1311113367356654d0f899119","","ETH","","2020-09-26T09:57:06.000Z","kr 6 969,28","2022-01-16T13:12:32.965Z"
"Deposit","196.80203643","LINK","0","","0","","ETH Transaction","0x61d8eb7a0d75fc10a8283693c16d83ce8392a83c973caab92ca7fb1ae4aae269-transfer-1860426950","","ETH","","2020-09-26T09:59:36.000Z","kr 17 995,89","2022-05-26T18:40:55.838Z"
"Deposit","196.80203643","LINK","0","","0","","ETH Transaction","0x61d8eb7a0d75fc10a8283693c16d83ce8392a83c973caab92ca7fb1ae4aae269-transfer-586131429","","ETH","","2020-09-26T09:59:36.000Z","kr 18 665,68","2022-01-16T13:12:37.488Z"
"Trade","0.5900051173070602","ETH","0.852265841864","ETHRSI6040","0.01931300723762557","ETH","TokenSets","0x88cc6c1d5df9f20dceae61d97e0ce2492429d8fb1877ea51a0b41319dd279403","","ETH","","2020-09-26T10:06:34.000Z","kr 1 837,85","2022-01-16T13:12:36.665Z"
"Trade","0.687463202816","ETH","1","ETHRSIAPY","0.01816080511817303","ETH","TokenSets","0xa363808f929358ed1fc803432aff33794eac66f431cc38e4d01935f82984464f","","ETH","","2020-09-26T10:11:32.000Z","kr 2 141,43","2022-01-16T13:12:36.684Z"
"Withdrawal","0","","2.23734955","ETH","0.00366","ETH","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-26T11:56:00.000Z","","2021-11-29T08:15:47.379Z"
"Withdrawal","0","","196.8020364","LINK","0.23900838","LINK","bitpanda","","","mbrandhaug@live.no_bitpanda-trades-2021-11-27-16-26_11.29.2021.csv","","2020-09-26T11:58:00.000Z","","2021-11-29T08:15:47.417Z"
"Lost","0","","0.006","ETH","0","","Uniswap V2","0x88320d467fc418da6d0f320b8b17ea5c1c3e2d4f6105c9a10a3e4e3c625b9de1-fee","","ETH","","2020-10-10T12:57:48.000Z","","2022-11-13T11:00:21.674Z"
"Airdrop","220.0365525202001","MIR","223.3367764185476","USD","0","","Manual","","","1 transaction","","2020-12-07T00:00:00.000Z","kr 1 980,15","2022-05-14T20:50:50.305Z"
"Trade","331.1548119746313","USD","220.0365525202001","MIR","0.002811926","ETH","ETH Transaction","0xc060e14282b523241cc56334aeb903b00d54434bcbe0306347afaf2e95726e31-transfer-669657076","","ETH","","2020-12-07T12:35:00.000Z","kr 2 936,08","2022-05-14T20:44:40.733Z"
"Spend","0","USD","0","ETH","0.001646833064938631","ETH","ETH Transaction","0x53c789ece1f1811541731797b4210a44165173b4eaf8e92e691cfebbdf20ffcf","","ETH","","2020-12-07T12:39:12.000Z","","2022-01-16T13:12:32.765Z"
"Trade","0.4553728786652324","ETH","219.3764428626395","MIR","0.004179187164795509","ETH","Uniswap V2","0x7177a7369ff1a3cf1c918cf86dca8fb92fd8b7b49df621f0e32f3e57c495c1ac","","ETH","","2020-12-07T12:40:00.000Z","kr 2 430,40","2022-01-16T13:12:35.925Z"
"Lost","0","","0.6601096575606002","MIR","0","","Uniswap V2","0x7177a7369ff1a3cf1c918cf86dca8fb92fd8b7b49df621f0e32f3e57c495c1ac-fee","","ETH","","2020-12-07T12:40:00.000Z","","2022-01-16T13:12:35.965Z"
"Spend","0","USD","0","ETH","0.001461438","ETH","ETH Transaction","0x6849a1d709857140542a8fff296aec4f14d5c2acc87d4366fc631866a1526a88","","ETH","","2020-12-07T22:36:06.000Z","","2022-01-16T13:12:32.705Z"
"Spend","0","USD","0","ETH","0.001471866","ETH","ETH Transaction","0xa8a99375a462ee75303d3e580774f7a99f01b1c55627245ead47b129ef20630b","","ETH","","2020-12-07T22:40:06.000Z","","2022-01-16T13:12:32.824Z"
"Trade","1.67833255530466","UNI-V2-DPI/ETH","8.272468222407168","DPI","0","","Uniswap V2","0x3089855812af950b74a90ea1513c9c37af9541a7c81aab1aed27a34aefd57156-2","","ETH","","2020-12-07T22:43:18.000Z","kr 7 977,03","2022-01-16T13:12:36.971Z"
"Withdrawal","0","","3.356665110609319","UNI-V2-DPI/ETH","0","","Uniswap V2","0x3089855812af950b74a90ea1513c9c37af9541a7c81aab1aed27a34aefd57156-3","","ETH","","2020-12-07T22:43:18.000Z","","2022-01-16T13:12:36.470Z"
"Trade","1.67833255530466","UNI-V2-DPI/ETH","1.546992029804828","ETH","0.00443553","ETH","Uniswap V2","0x3089855812af950b74a90ea1513c9c37af9541a7c81aab1aed27a34aefd57156-1","","ETH","","2020-12-07T22:43:18.000Z","kr 8 256,56","2022-01-16T13:12:35.984Z"
"Withdrawal","0","","3.356665110609319","UNI-V2","0.003415962","ETH","ETH Transaction","0x73fea5dbf3090afbcf760667e600fbf4ee2005b51e71106f20b14039dfeee7e4-transfer-670157562","","ETH","","2020-12-07T22:44:29.000Z","","2022-01-16T13:12:32.865Z"
"Withdrawal","0","","3.356665110609319","UNI-V2","0.003415962","ETH","ETH Transaction","0x73fea5dbf3090afbcf760667e600fbf4ee2005b51e71106f20b14039dfeee7e4-transfer-1950089825","","ETH","","2020-12-07T22:44:29.000Z","","2022-05-26T18:40:55.838Z"
"Spend","0","USD","0","ETH","0.001646892","ETH","ETH Transaction","0x51df96737a850a686c2fb7c461b3115a40ca86e0de32eb0f3ebeb23c41b8f32f","","ETH","","2020-12-07T22:47:08.000Z","","2022-01-16T13:12:32.865Z"
"Trade","8.416416568441104","UNI-V2-UNI/ETH","2.558284298029854","ETH","0.005016312","ETH","Uniswap V2","0x42dc205f43636fbc92eeee21dfeea9ea263f0eff61715e75b42a33454fd4bd41-1","","ETH","","2020-12-07T22:48:52.000Z","kr 13 654,00","2022-01-16T13:12:36.065Z"
"Withdrawal","0","","16.83283313688221","UNI-V2-UNI/ETH","0","","Uniswap V2","0x42dc205f43636fbc92eeee21dfeea9ea263f0eff61715e75b42a33454fd4bd41-3","","ETH","","2020-12-07T22:48:52.000Z","","2022-01-16T13:12:36.781Z"
"Trade","8.416416568441104","UNI-V2-UNI/ETH","400","UNI","0","","Uniswap V2","0x42dc205f43636fbc92eeee21dfeea9ea263f0eff61715e75b42a33454fd4bd41-2","","ETH","","2020-12-07T22:48:52.000Z","kr 12 903,83","2022-01-16T13:12:36.026Z"
"Spend","0","USD","0","","0","ETH","ETH Transaction","0x639f85438e2aa2932a5265c5967689736c3afb471c6fdd796e6bff8b6543731b","","ETH","","2020-12-07T22:55:32.000Z","","2022-01-16T13:12:35.265Z"
"Spend","0","USD","0","ETH","0.00177416","ETH","ETH Transaction","0xfe3fb7befef084aa860fd131bdbe6cf3dcb9ed6908d51f46e9e6e852f8233d5a","","ETH","","2020-12-07T22:58:11.000Z","","2022-01-16T13:12:32.884Z"
"Spend","0","USD","0","ETH","0.002293740074368148","ETH","ETH Transaction","0x820e588cbcb21a64dba11326a7ce3b29ba9c89cb5228f15d5237d79c6a014e1a","","ETH","","2020-12-10T13:08:38.000Z","","2022-01-16T13:12:32.884Z"
"Spend","0","USD","0","ETH","0.00356213","ETH","ETH Transaction","0xb89c2dc05a7edfde12988b2cfc3fbfba96699083666fd8ab77f24edc45460154","","ETH","","2021-01-07T12:43:51.000Z","","2022-01-16T13:12:32.884Z"
"Spend","0","USD","0","ETH","0.00543496","ETH","ETH Transaction","0xa677d12c1d28f95660db8096fd29fa20c7d507a9c3175d5d1fe508d57e8b4c41","","ETH","","2021-01-07T22:56:55.000Z","","2022-01-16T13:12:32.883Z"
"Spend","0","USD","0","ETH","0.003392564065128301","ETH","ETH Transaction","0xb6b0b624f53316f3e7500e9253ade2e5a0eef1c00bc42038df3b5efe85839b0f","","ETH","","2021-01-14T13:28:07.000Z","","2022-01-16T13:12:32.885Z"
"Deposit","53.50066471128305","UNI-V2","0","","0","","ETH Transaction","0x54db3685b5b5a98cf8b15577c207ed2fd8aed854fa8c326bdfb344438235ea9a-Erc20-2","","ETH","","2021-01-14T13:31:43.000Z","","2022-11-13T11:00:21.674Z"
"Withdrawal","0","","587.6840388758015","LINK","0","","ETH Transaction","0x54db3685b5b5a98cf8b15577c207ed2fd8aed854fa8c326bdfb344438235ea9a-Erc20-0","","ETH","","2021-01-14T13:31:43.000Z","","2022-11-13T11:00:21.674Z"
"Deposit","15606.36586365","AGI","0","","0.00240015","ETH","ETH Transaction","0x8eb78fc766ebfc79af9009c7157e2fe1761bfb04f15097a55b996c7e311f6bbd-Erc20-0","","ETH","","2021-01-14T18:41:43.000Z","","2022-11-13T11:00:21.674Z"
"Trade","9.258142036132737","ETH","26.75033235564153","UNI-V2-LINK/ETH","0.00690672","ETH","Uniswap V2","0x6b8dddeadc1d4fa65193496d999972bc1ef40c86b12ee8f622811dfe1a6e6e2d-1","","ETH","","2021-01-17T19:19:20.000Z","kr 101 344,07","2022-01-16T13:12:36.085Z"
"Trade","515.594316094581","LINK","26.75033235564153","UNI-V2-LINK/ETH","0","","Uniswap V2","0x6b8dddeadc1d4fa65193496d999972bc1ef40c86b12ee8f622811dfe1a6e6e2d-2","","ETH","","2021-01-17T19:19:20.000Z","kr 93 704,92","2022-01-16T13:12:36.124Z"
"Withdrawal","0","","9.258142036132737","ETH","0","","Uniswap V2","0x6b8dddeadc1d4fa65193496d999972bc1ef40c86b12ee8f622811dfe1a6e6e2d-3","","ETH","","2021-01-17T19:19:20.000Z","","2022-01-16T13:12:36.185Z"
"Withdrawal","0","","26.75033235564153","UNI-V2-LINK/ETH","0","","Uniswap V2","0x6b8dddeadc1d4fa65193496d999972bc1ef40c86b12ee8f622811dfe1a6e6e2d-4","","ETH","","2021-01-17T19:19:20.000Z","","2022-01-16T13:12:36.772Z"
"Deposit","3.356665110609319","UNI-V2","0","","0.0060284","ETH","ETH Transaction","0xcc7ed2e2eefe13c8c4a01d84664383a9211e672048c4286bc0a0866889281758-transfer-715251162","","ETH","","2021-01-17T19:19:23.000Z","","2022-01-16T13:12:34.565Z"
"Income","11.41897376150409","INDEX","81.03343308692054","USD","0","","ETH Transaction","0xcc7ed2e2eefe13c8c4a01d84664383a9211e672048c4286bc0a0866889281758-transfer-715251163","","ETH","","2021-01-17T19:19:23.000Z","kr 718,46","2022-05-15T17:31:01.056Z"
"Spend","0","USD","0","ETH","0.000900141","ETH","ETH Transaction","0xec594ec55529aa63c0093157c1001bce0514f7fb6797fd40e7fb195b68ea10d2","","ETH","","2021-01-18T05:23:04.000Z","","2022-01-16T13:12:36.503Z"
"Spend","0","USD","0","","0","ETH","ETH Transaction","0x8ec27e591ea8237d7ba4b4a7dbf445b6b327ef6094c426185a3b91b86a1ab09e","","ETH","","2021-01-18T15:37:46.000Z","","2022-01-16T13:12:35.865Z"
"Spend","0","USD","0","","0","ETH","ETH Transaction","0x0f996cdc0e645e47edf1ab8b4613fe911036ef660d8d64be70cbe37c1540436e","","ETH","","2021-01-18T15:37:46.000Z","","2022-01-16T13:12:34.906Z"
"Withdrawal","0","","1.551287182155223","ETH","0","","Uniswap V2","0x046cd6254615dff15e64e3c5b0d31a4cb14fc9fc50ae947a2786021e7656c06f-3","","ETH","","2021-01-18T16:19:32.000Z","","2022-01-16T13:12:36.265Z"
"Trade","1.551287182155223","ETH","1.67833255530466","UNI-V2-DPI/ETH","0.0093683","ETH","Uniswap V2","0x046cd6254615dff15e64e3c5b0d31a4cb14fc9fc50ae947a2786021e7656c06f-1","","ETH","","2021-01-18T16:19:32.000Z","kr 17 324,49","2022-01-16T13:12:36.165Z"
"Trade","8.383112565192476","DPI","1.67833255530466","UNI-V2-DPI/ETH","0","","Uniswap V2","0x046cd6254615dff15e64e3c5b0d31a4cb14fc9fc50ae947a2786021e7656c06f-2","","ETH","","2021-01-18T16:19:32.000Z","kr 17 099,77","2022-01-16T13:12:36.390Z"
"Withdrawal","0","","1.67833255530466","UNI-V2-DPI/ETH","0","","Uniswap V2","0x046cd6254615dff15e64e3c5b0d31a4cb14fc9fc50ae947a2786021e7656c06f-4","","ETH","","2021-01-18T16:19:32.000Z","","2022-01-16T13:12:36.867Z"
"Withdrawal","0","","8.416416568441104","UNI-V2-UNI/ETH","0","","Uniswap V2","0x16737f911dbea0af0f7ed7ee681d31ec0edc95d17425c232dc7f2f777d883787-4","","ETH","","2021-01-18T16:29:55.000Z","","2022-01-16T13:12:36.871Z"
"Trade","379.4005961601441","UNI","8.416416568441104","UNI-V2-UNI/ETH","0","","Uniswap V2","0x16737f911dbea0af0f7ed7ee681d31ec0edc95d17425c232dc7f2f777d883787-2","","ETH","","2021-01-18T16:29:55.000Z","kr 29 169,41","2022-01-16T13:12:36.305Z"
